timestamp,question_number,answer,verdict,justification,corrected_answer,replacement_citations,confidence
2025-11-04T20:08:15.805857+00:00,2.3,Sí,Correcto,"La legislación noruega prohíbe de forma amplia la discriminación por sexo/género (Ley de Igualdad y Antidiscriminación) y garantiza el acceso igualitario al empleo; la Ley del Entorno de Trabajo impone obligaciones de seguridad en el lugar de trabajo en lugar de prohibiciones categóricas a las mujeres en trabajos peligrosos, a la vez que ofrece protecciones específicas para trabajadoras embarazadas y en periodo de lactancia y para otros colectivos vulnerables. Las fuentes citadas (la guía sobre la Ley del Entorno de Trabajo de la Autoridad Noruega de Inspección Laboral y la Ley de Igualdad y Antidiscriminación en Lovdata) respaldan estos puntos.",,,0.9
2025-11-04T20:08:22.669326+00:00,2.4.8,No,Correcto,"La Ley noruega sobre igualdad y la prohibición de la discriminación prohíbe la discriminación por motivo de sexo (véase la Ley sobre igualdad y prohibición de la discriminación §6) y, por tanto, impide que las autoridades públicas impongan restricciones legales que traten a las mujeres de forma distinta en el empleo o el acceso a sectores; la Constitución refuerza además las obligaciones de trato igualitario. La respuesta de la IA («No») aplica correctamente estas disposiciones para rechazar la exclusión por sexo admitida por la ley de los sectores económicos. Las fuentes citadas (Lovdata para la Ley y la Constitución) respaldan esta conclusión.",,"[{""title"": ""Ley relativa a la igualdad y la prohibición de la discriminación (Ley de igualdad y prohibición de la discriminación) §6 - Lovdata"", ""url"": ""https://lovdata.no/dokument/NLE/lov/2017-06-16-51/%C2%A76""}, {""title"": ""La Constitución del Reino de Noruega - Lovdata"", ""url"": ""https://lovdata.no/dokument/NLE/lov/1814-05-17""}]",0.9
2025-11-04T20:08:30.491473+00:00,5.1.1,,Correcto,La garantía tradicional de Noruega (minstepensjon/garantipensjon) y la edad histórica normal de jubilación para alderspensjon ha sido de 67 años. Las reformas introducidas después de 2011 hicieron la jubilación flexible (permitiendo acceder a la pensión desde los 62 años) e introdujeron una edad normativa de jubilación vinculada a la esperanza de vida para cohortes más jóvenes — pero la pensión garantizada sigue siendo pagadera desde los 67 años. Esto es consistente con las orientaciones de NAV y la explicación del gobierno noruego sobre las reformas de pensiones. (Ver el resumen de NAV y la página de reforma de regjeringen.no citadas por la respuesta de la IA.),,"[{""title"": ""Alderspensjon – NAV (resumen)"", ""url"": ""https://www.nav.no/satser/nn""}, {""title"": ""Un sistema de pensiones más social y justo – regjeringen.no"", ""url"": ""https://www.regjeringen.no/no/aktuelt/et-mer-sosialt-og-rettferdig-pensjonssystem/id3018933/""}]",0.9
2025-11-04T20:08:46.323602+00:00,5.1.2,,Ley desactualizada,"La respuesta de la IA afirma que la edad pensionable estatutaria/ordinaria de Noruega es 67. Eso era cierto bajo las normas anteriores, pero Noruega completó reformas de pensiones adicionales en 2024–2025 que sustituyen la edad fija de 67 para cohortes más jóvenes por una ""edad estándar de jubilación"" vinculada a la esperanza de vida y aumentos graduales para las personas nacidas en/tras 1963/1964. Resúmenes autorizados (SSA International Update, nov 2024) y orientaciones recientes noruegas/sectoriales (Tekna) describen los nuevos ajustes por esperanza de vida y que el cobro flexible desde los 62 años sigue siendo posible. La respuesta de la IA omite estos cambios legales y, por tanto, está desactualizada. (https://www.ssa.gov/policy/docs/progdesc/intl_update/2024-11/index.html?utm_source=openai)","Según las normas anteriores a la reforma, la edad normal completa de pensión por vejez en Noruega era 67 y el cobro anticipado y flexible era posible desde los 62 años con reducciones actuariales. Sin embargo, tras la reforma de pensiones aprobada en 2024 e implantada a partir de 2025 para cohortes más jóvenes, Noruega sustituyó la edad fija de 67 para muchas cohortes por una ""edad estándar de jubilación"" vinculada a la esperanza de vida, que aumentará gradualmente para las personas nacidas en/tras 1963/1964. El retiro flexible entre los 62 y los 75 años sigue estando disponible, sujeto a ajustes actuariales y a las normas específicas por cohorte.","[{""title"": ""Actualización internacional, noviembre de 2024 — Administración del Seguro Social (SSA)"", ""url"": ""https://www.ssa.gov/policy/docs/progdesc/intl_update/2024-11/index.html""}, {""title"": ""Pensiones en Noruega — Tekna (resumen de las nuevas normas y cambios por cohorte)"", ""url"": ""https://www.tekna.no/en/salary-and-negotiations/pension/""}]",0.8
2025-11-04T20:09:01.525498+00:00,5.2.1,,Evidencia insuficiente,"La respuesta de la IA identifica correctamente el § 15-13a de la Ley del Entorno Laboral (Arbeidsmiljøloven) como la disposición legal que establece un derecho de despido basado en la edad y afirma correctamente que el límite de edad general es 72 años. Sin embargo, la respuesta omite cambios legislativos recientes (2025) que eliminan la capacidad del empleador de fijar límites de edad inferiores específicos de la empresa y armonizan el límite de edad del sector público a 72 desde el 1 de enero de 2026. Las fuentes citadas por la IA (Lovdata §15-13a y la Ley) respaldan el límite de 72 años, pero no reflejan la enmienda de 2025 ni las reglas de transición que afectan los límites específicos de las empresas y las normas del sector estatal. Ver orientación gubernamental/sectorial reciente y actualizaciones de la práctica legal que señalan el cambio con efecto desde el 1 de enero de 2026. (https://www.spk.no/en/news/2025/more-people-will-be-able-to-work-until-the-age-of-72/?utm_source=openai)",Fundamento legal: El § 15-13a de la Ley del Entorno Laboral (Arbeidsmiljøloven) permite la terminación del contrato de trabajo por motivo de edad cuando un empleado alcanza los 72 años: este es el límite superior general establecido por la ley. Enmiendas recientes aprobadas en 2025 eliminan la facultad general del empleador para mantener límites de edad inferiores específicos de la empresa (anteriormente con frecuencia 70) y elevan/armonizan el límite de edad del sector público a 72; estos cambios entran en vigor el 1 de enero de 2026. Permanecen excepciones para ocupaciones en las que un límite de edad inferior sea objetivamente necesario por motivos de salud o seguridad pública.,"[{""title"": ""Arbeidsmiljøloven § 15-13 a — Finalización de la relación laboral por motivo de edad (Lovdata)"", ""url"": ""https://lovdata.no/nav/lov/2005-06-17-62/%C2%A715-13a""}, {""title"": ""Más personas podrán trabajar hasta los 72 años - Statens pensjonskasse (noticia)"", ""url"": ""https://www.spk.no/en/news/2025/more-people-will-be-able-to-work-until-the-age-of-72/""}]",0.8
2025-11-04T20:09:20.675266+00:00,5.2.2,,Ley desactualizada,"La respuesta de la IA cita correctamente la Ley del entorno laboral (Sección 15-13 a) indicando que el empleo puede darse por terminado a los 72 años y que se ha permitido un límite interno de empresa menor, hasta 70, bajo condiciones. Lovdata muestra §15-13a(1)-(3) autorizando la terminación a los 72 años y permitiendo un límite interno de empresa no inferior a 70 bajo condiciones establecidas. ([lovdata.no](https://lovdata.no/dokument/NLE/lov/2005-06-17-62/%2A?utm_source=openai)) Sin embargo, la IA omitió cambios legislativos recientes: el gobierno noruego ha adoptado enmiendas que eliminan la opción de que los empleadores fijen un límite de edad interno de 70 años, con efecto a partir del 1 de enero de 2026 (informado por comentaristas jurídicos y despachos). Esto hace que la descripción de la IA esté incompleta/obsoleta. ([knowledge.dlapiper.com](https://knowledge.dlapiper.com/dlapiperknowledge/globalemploymentlatestdevelopments/2025/Proposed-changes-to-the-Norwegian-Working-Environment-Act?utm_source=openai))","Ley vigente (texto de §15-13a): el empleo puede extinguirse cuando un trabajador alcanza los 72 años. La norma también (actualmente) permite un límite de edad inferior cuando sea necesario por motivos de salud o seguridad, y contiene una disposición (§15-13a(3)) que hasta hace poco permitía un límite interno de empresa de hasta 70 años si se cumplen condiciones estrictas (comunicación a los empleados, aplicación coherente, un régimen de pensiones satisfactorio, negociación con los representantes de los trabajadores). No obstante, el gobierno noruego ha adoptado enmiendas que suprimirán la excepción empresarial de los 70 años de modo que, a partir del 1 de enero de 2026, el límite general de 72 años será la norma en la mayoría de los centros de trabajo; solo seguirán siendo posibles límites inferiores basados en salud y seguridad. Los profesionales deben atenerse al texto estatutario vigente para asuntos anteriores al 1 de enero de 2026 y al régimen enmendado para los casos a partir del 1 de enero de 2026, y verificar la implementación y las posibles reglas transitorias en la ley promulgada y la orientación secundaria.","[{""title"": ""Ley sobre el entorno laboral (Working Environment Act) — Lovdata — Sección 15-13 a"", ""url"": ""https://lovdata.no/dokument/NLE/lov/2005-06-17-62/%2A""}, {""title"": ""Cambios en la Ley del entorno laboral noruega (actualización) — DLA Piper (resumen de las enmiendas adoptadas, incluida la supresión del límite empresarial de 70)"", ""url"": ""https://knowledge.dlapiper.com/dlapiperknowledge/globalemploymentlatestdevelopments/2025/Proposed-changes-to-the-Norwegian-Working-Environment-Act""}]",0.9
2025-11-04T20:09:26.787932+00:00,5.3,Sí,Correcto,"El Instituto Noruego de Seguridad Social (NAV) concede acumulación de pensión por los periodos de trabajo de cuidados: los periodos de cuidado de niños pequeños se acreditan como ingresos pensionables (calculados utilizando la cantidad básica del Seguro Nacional, G) y se registran automáticamente cuando el progenitor recibe la prestación por hijo para niños menores de seis años. Esto se describe en las páginas informativas de NAV sobre la acumulación de derechos de pensión por trabajo de cuidados y la prestación por hijo. (Ver NAV: «Acumulación de derechos de pensión por trabajo de cuidados» y «Prestación por hijo (barnetrygd)»).",,"[{'title': 'Acumulación de derechos de pensión por trabajo de cuidados - NAV', 'url': 'https://www.nav.no/en/home/benefits-and-services/relatert-informasjon/accumulation-of-pension-rights-for-care-work'}, {'title': 'Prestación por hijo (barnetrygd) - NAV', 'url': 'https://www.nav.no/barnetrygd/en'}]",0.9
2025-11-04T20:09:35.417050+00:00,6.1,Sí,Correcto,La Ley noruega de Igualdad de Género impone obligaciones afirmativas a las autoridades públicas para llevar a cabo un trabajo de igualdad activo y focalizado (véase el resumen de la Ley de Igualdad de Género §12). La orientación noruega sobre contratación pública permite y fomenta la inclusión de criterios de derechos humanos y sociales (incluidos requisitos con perspectiva de género) en la contratación pública cuando sean pertinentes y proporcionados. El resumen citado en regjeringen.no y la guía en anskaffelser.no respaldan la conclusión de la IA.,,"[{""title"": ""La Ley relativa a la Igualdad de Género (resumen en inglés) - regjeringen.no"", ""url"": ""https://www.regjeringen.no/en/dokumenter/the-act-relating-to-gender-equality-the-/id454568/""}, {""title"": ""Contratación pública y derechos humanos - anskaffelser.no (guía sobre contratación socialmente responsable)"", ""url"": ""https://anskaffelser.no/en/english/public-procurement-and-human-rights""}]",0.9
2025-11-04T20:09:51.840102+00:00,1.1.1,No,Correcto,"Fuentes autorizadas confirman que ""sivilstand"" (estado civil) no es un motivo de protección independiente en la legislación noruega contra la discriminación y, por tanto, no existe una prohibición explícita y general de discriminar en el reclutamiento únicamente por estado civil; NOU 2009:14 señala que sivilstand no es un motivo de discriminación independiente y que el trato basado en ello puede, a veces, evaluarse bajo otros motivos (p. ej., sexo). Existen normas separadas que prohíben preguntar sobre embarazo/planificación familiar en procesos de selección, tal como lo establece el Likestillings- og diskrimineringsombudet (LDO). (https://www.regjeringen.no/no/dokumenter/nou-2009-14/id566624/?ch=3&utm_source=openai)",,"[{""title"": ""NOU 2009: 14 – Discriminación y derechos (regjeringen.no)"", ""url"": ""https://www.regjeringen.no/no/dokumenter/nou-2009-14/id566624/?ch=3""}, {""title"": ""Preguntas sobre planificación familiar en entrevistas de trabajo – Likestillings- og diskrimineringsombudet (LDO)"", ""url"": ""https://ldo.no/diskrimineringssituasjoner/sporsmal-om-familieplanlegging-pa-jobbintervju-graviditet-eller-foreldrepermisjon/""}]",0.9
2025-11-04T20:10:07.372587+00:00,1.1.3,Sí,Correcto,"La Ley del Entorno Laboral (Capítulo 13) prohíbe explícitamente la discriminación directa e indirecta por motivo de edad (Sección 13-1) y establece que las disposiciones se aplican a todos los aspectos del empleo, incluyendo publicidad, nombramiento/selección, salario y condiciones de trabajo y despido (Sección 13-2). Esto respalda la respuesta de la IA de que la discriminación por edad está prohibida en el reclutamiento y en todos los aspectos del empleo. Fuentes: Lovdata (Ley del Entorno Laboral §§13-1, 13-2, 13-3) y el resumen de la Autoridad Noruega de Inspección Laboral. ([lovdata.no](https://lovdata.no/dokument/NLE/lov/2005-06-17-62/%2A?utm_source=openai))",,"[{""title"": ""Ley relativa al entorno de trabajo, horas de trabajo y protección del empleo, etc. (Ley del Entorno Laboral) - Capítulo 13. Protección contra la discriminación (Lovdata)"", ""url"": ""https://lovdata.no/dokument/NLE/lov/2005-06-17-62/%2A""}, {""title"": ""Ley del Entorno Laboral — Autoridad Noruega de Inspección Laboral (resumen de las disposiciones del Capítulo 13)"", ""url"": ""https://www.arbeidstilsynet.no/en/laws-and-regulations/laws/the-working-environment-act/17/section15-1/""}]",0.9
2025-11-04T20:10:16.571663+00:00,1.3.1,Sí,Correcto,"La Arbeidsmiljøloven § 10-2(3) establece explícitamente que ""Arbeidstaker har rett til fleksibel arbeidstid dersom dette kan gjennomføres uten vesentlig ulempe for virksomheten,"" lo que coincide con la respuesta de la IA. Fuentes autorizadas (Lovdata y la Autoridad Noruega de Inspección Laboral) confirman esta interpretación y explican que el derecho está condicionado a que no cause una inconveniencia sustancial/""vesentlig"" al empleador. (https://lovdata.no/nav/lov/2005-06-17-62/kap10?utm_source=openai)",,"[{""title"": ""Ley sobre el ambiente de trabajo, tiempo de trabajo y protección del empleo mv. (arbeidsmiljøloven) - Capítulo 10. Tiempo de trabajo (incl. § 10-2)"", ""url"": ""https://lovdata.no/dokument/LTI/lov/2005-06-17-62/KAPITTEL_10#%C2%A7%2010-2""}, {""title"": ""Tiempo de trabajo - Arbeidstilsynet (guía sobre horario de trabajo flexible)"", ""url"": ""https://www.arbeidstilsynet.no/arbeidstid-og-organisering/arbeidstid/""}]",0.9
2025-11-04T20:10:23.203518+00:00,1.3.2,No,Correcto,La respuesta de la IA afirma correctamente que la legislación noruega no otorga a los empleados un derecho legal unilateral a trabajar de forma remota de manera permanente; los acuerdos de teletrabajo requieren un convenio entre empleador y empleado y están regulados por normas sobre las condiciones del puesto de trabajo/hogar. Esto está respaldado por la guía de la Autoridad Noruega de Inspección Laboral sobre obligaciones en el teletrabajo y la guía de Altinn para empleadores sobre acuerdos de teletrabajo. (Arbeidstilsynet: 'Hjemmekontor' y Altinn: 'Hjemmekontor - hva må du som arbeidsgiver tenke på?').,,"[{""title"": ""Hjemmekontor – Arbeidstilsynet (Autoridad Noruega de Inspección Laboral)"", ""url"": ""https://www.arbeidstilsynet.no/lonn-og-ansettelse/ansettelse/heimekontor/""}, {""title"": ""Hjemmekontor - ¿qué debe tener en cuenta como empleador? – Altinn"", ""url"": ""https://info.altinn.no/starte-og-drive/arbeidsforhold/ansettelse/hjemmekontor---hva-ma-du-som-arbeidsgiver-tenke-pa/""}]",0.9
2025-11-04T20:10:29.900596+00:00,4.1,Sí,Correcto,"La respuesta de la IA afirma correctamente que Noruega publica datos públicos sobre barnehager. Statistics Norway (SSB) mantiene y publica estadísticas y conjuntos de datos sobre los jardines de infancia (barnehager), incluidos los números por municipio y propiedad, y la Dirección de Educación (Utdanningsdirektoratet) proporciona orientación oficial y registros para barnehager privadas y públicas. Estas dos fuentes respaldan la afirmación de que dichos datos públicos están disponibles. (Fuentes citadas: SSB y Utdanningsdirektoratet).",,,0.9
2025-11-04T20:10:39.254245+00:00,3.3,Sí,Correcto,La tabla 14320 de StatBank de Statistics Norway (SSB) proporciona datos de uso del tiempo desagregados por sexo y edad; la página de la encuesta de SSB sobre trabajo de bienestar no remunerado (Encuesta sobre condiciones de vida) documenta la recopilación de estadísticas sobre cuidado no remunerado/trabajo de bienestar no remunerado. Ambas fuentes indican la difusión pública anonimizada de estadísticas desagregadas por sexo por parte de SSB. citeturn0search0turn0search1,,"[{""title"": ""Tiempo dedicado a diferentes actividades en un día promedio, por sexo y edad (tabla StatBank 14320)"", ""url"": ""https://www.ssb.no/en/statbank/table/14320/""}, {""title"": ""Trabajo de bienestar no remunerado, Encuesta sobre condiciones de vida (Statistics Norway)"", ""url"": ""https://www.ssb.no/en/helse/statistikker/omsarb/hvert-3-aar""}]",0.9
2025-11-04T20:10:48.495859+00:00,2.2.2,Sí,Correcto,"La Ley de Igualdad y Prohibición de la Discriminación de Noruega establece la Oficina del Ombud de Igualdad y Antidiscriminación (Likestillings- og diskrimineringsombudet) y el Tribunal Antidiscriminación (Diskrimineringsnemnda) y prevé mecanismos de denuncia, investigación, órdenes de reparación y compensación; la orientación gubernamental confirma estos órganos de aplicación y su papel en la promoción de la igualdad salarial. El citado Lovdata Capítulo 6 establece las funciones y los recursos del Ombud/Tribunal, y la página de regjeringen.no explica el marco noruego para la aplicación de la igualdad de género. citeturn0search0turn0search1",,"[{""title"": ""Ley sobre igualdad y prohibición de la discriminación (Ley de Igualdad y Antidiscriminación) - Capítulo 6 (Lovdata)"", ""url"": ""https://lovdata.no/dokument/NLE/lov/2017-06-16-51/KAPITTEL_6""}, {""title"": ""Igualdad de género — El Gobierno (regjeringen.no)"", ""url"": ""https://www.regjeringen.no/en/topics/equality-and-diversity/likestilling-og-inkludering/gender-equality/id670481/""}]",0.8
